asin,name,brand,mrp,price,category,hook,feature_1,feature_2,feature_3,verdict,status
B0FKBWTWZ8,"truke New Launch Mega 7 True Wireless in-Ear Earbuds w/ 24-Bit 360 Spatial Audio, 60H Playtime & Fas",truke,3499,999,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0GK1MTWC1,"truke New Launch Mega 12 True Wireless in Ear Earbuds W/ 24-Bit Spatial Audio, Premium Leather Textu",truke,4499,1299,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0GK22XD58,"truke New Launch Mega 12 True Wireless in Ear Earbuds W/ 24-Bit Spatial Audio, Premium Leather Textu",truke,4499,1299,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0CTQ92KG8,"COSTAR 33W/35W/36W GaN Super Fast Charger, QC/PD Dual Port USB A + USB C Charger, Power Adapter Plug",COSTAR,1999,599,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0FQBWNFJ5,"120W Super Fast Charger, Gold, USB QC 3.0 Compatible, Support VOOC Flash Charging, Multiple Protecti",120W,1499,450,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0H3Q2CMLC,"Slim 10000mAh Power Bank, Fast Charging 22.5W, LED Display | Powervolt 101 Blade, LED battery displa",Slim,2999,899,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0FJ8Q248D,"Case Creation Cute 3D Love Flower for iPhone 13 with Pop Holder, Pink TPU Camera Protection Cover, C",Case,1999,591,case,Protect your expensive phone without adding bulk or weight,Drop tested protection for your phone screen and back,Precise cutouts for camera buttons and charging port,Slim fit looks good and feels premium in hand,Worth buying before you crack your screen,ready
B0H3F123CY,"2 in1 240W USB C to USB C Fast Charging Cable with Adjustable & Detachable Phone Stand, Multi-Angle ",2,1999,598,cable,The cable that actually lasts more than 3 months,Nylon braided design resists bending and fraying,Supports fast charging and data transfer,Works with all Type C Android and Lightning iPhone devices,Buy two - one for home one for office,ready
B0GZL87YV2,"TECHIO Bluetooth Earbuds with Deep Bass, Noise Reduction, Touch Control, Fast Charging Case, Long Ba",TECHIO,1999,599,case,Protect your expensive phone without adding bulk or weight,Drop tested protection for your phone screen and back,Precise cutouts for camera buttons and charging port,Slim fit looks good and feels premium in hand,Worth buying before you crack your screen,ready
B0H23FZ3JF,"AKCredible Foldable Silicone Phone Stand, Flexible Adjustable Desktop Holder, Anti-Slip Mount for Ho",AKCredible,999,299,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0DX291DF5,Liquid Silicone Back Cover for Samsung Galaxy S24 FE 5G | Inner Microfiber Velvet | Camera Protectio,Liquid,699,220,case,Protect your expensive phone without adding bulk or weight,Drop tested protection for your phone screen and back,Precise cutouts for camera buttons and charging port,Slim fit looks good and feels premium in hand,Worth buying before you crack your screen,ready
B0HBWGVKGY,Buds 2 Earphones with Mic for Samsung Galaxy A12 (India) Earphones Original Like Wired in-Ear Headph,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBWB9CZY,Buds 2 Earphones with Mic for Vivo T1x (India) Earphones Original Like Wired in-Ear Headphones Stere,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW9Z5LJ,Buds 2 Earphones with Mic for Realme X7 (India) Earphones Original Like Wired in-Ear Headphones Ster,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW7TKTH,Buds 2 Earphones with Mic for Motorola Moto E32 (India) Earphones Original Like Wired in-Ear Headpho,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW781NK,Buds 2 Earphones with Mic for vivo Y36 (India) Earphones Original Like Wired in-Ear Headphones Stere,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW65QSP,Buds 2 Earphones with Mic for Realme 12x (India) Earphones Original Like Wired in-Ear Headphones Ste,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW5Z1M3,Buds 2 Earphones with Mic for vivo T2 (India) Earphones Original Like Wired in-Ear Headphones Stereo,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW5VF4R,Buds 2 Earphones with Mic for Xiaomi Poco M5 (India) Earphones Original Like Wired in-Ear Headphones,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW575T7,Buds 2 Earphones with Mic for Infinix Smart 7 (India) Earphones Original Like Wired in-Ear Headphone,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW4N98F,Buds 2 Earphones with Mic for Motorola Moto G62 (India) Earphones Original Like Wired in-Ear Headpho,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW4F2N7,Buds 2 Earphones with Mic for Vivo iQOO 7 (India) Earphones Original Like Wired in-Ear Headphones St,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW3KF3Z,Buds 2 Earphones with Mic for Samsung Galaxy M13 (India) Earphones Original Like Wired in-Ear Headph,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW2LRPR,Buds 2 Earphones with Mic for Xiaomi Redmi 10 (India) Earphones Original Like Wired in-Ear Headphone,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW2DVGL,Buds 2 Earphones with Mic for Vivo Y21t (India) Earphones Original Like Wired in-Ear Headphones Ster,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW13386,Buds 2 Earphones with Mic for Vivo Y72 5G (India) Earphones Original Like Wired in-Ear Headphones St,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBVW4W13,Buds 2 Earphones with Mic for Oppo A3 Pro (India) Earphones Original Like Wired in-Ear Headphones St,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBVSQFXL,Buds 2 Earphones with Mic for Realme C53 (India) Earphones Original Like Wired in-Ear Headphones Ste,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW4SHY1,Buds 2 Earphones with Mic for Xiaomi Redmi Note 9 Pro (India) Earphones Original Like Wired in-Ear H,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBVVB7MX,Buds 2 Earphones with Mic for Xiaomi Redmi Note 10 Pro (India) Earphones Original Like Wired in-Ear ,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0HBW592T3,Buds 2 Earphones with Mic for Xiaomi Redmi Note 11 Pro+ 5G (India) Earphones Original Like Wired in-,Buds,1299,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B081FG1QYX,"Wayona USB Type C Short 65W/3A Fast Charging Data Cable for Powerbank, Android Auto, Apple CarPlay, ",Wayona,999,309,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0FVZQBRMT,SnapX1s Vlogging Kit with Fill Light & Wireless Mic | 3-in-1 70cm Extendable Selfie Stick Tripod wit,SnapX1s,2199,699,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0D22ZZM34,"ZEBRONICS MB10000S15 Power Bank, 10000 mAh, Rapid Charge, 22.5W Output, Dual USB Output, PD 3.0 Type",ZEBRONICS,2099,698,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0FRJNHPGB,Compatible with Liquid Silicone Back Cover for Nothing Phone (3a) 5G | Inner Microfiber Velvet | Cam,Compatible,699,232,case,Protect your expensive phone without adding bulk or weight,Drop tested protection for your phone screen and back,Precise cutouts for camera buttons and charging port,Slim fit looks good and feels premium in hand,Worth buying before you crack your screen,ready
B0DCZFWFRZ,Tempered Glass for iPhone 15 Pro Max Screen Protector [Military Grade Shatterproof & Longest Durable,Tempered,999,329,protector,One scratch can ruin your phone screen - this prevents it,9H tempered glass - harder than your phone screen,Crystal clear - no effect on touch sensitivity or display,Easy bubble free installation in 2 minutes,Cheapest insurance you can buy for your phone screen,ready
B0DCZF7RVZ,Tempered Glass for iPhone XS Max / 11 Pro Max Screen Protector [Military Grade Shatterproof & Longes,Tempered,999,329,protector,One scratch can ruin your phone screen - this prevents it,9H tempered glass - harder than your phone screen,Crystal clear - no effect on touch sensitivity or display,Easy bubble free installation in 2 minutes,Cheapest insurance you can buy for your phone screen,ready
B0GXWQGG4X,"33W Fast Charging USB A to Type C Cable, 3A High Speed Charging & Data Sync Cable, Premium TPE USB C",33W,699,229,cable,The cable that actually lasts more than 3 months,Nylon braided design resists bending and fraying,Supports fast charging and data transfer,Works with all Type C Android and Lightning iPhone devices,Buy two - one for home one for office,ready
B0GYJ9X55S,"Wireless Bluetooth Earbuds with Fast Pairing, ANC Mic, Hi-Fi Stereo Sound, Touch Control, Type-C Cha",Wireless,999,329,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0GSGV8TJP,"Breewell 12 Grid Wooden Phone Organizer Stand, Natural Wood, Multi-Device Holder, Desktop Storage Bo",Breewell,1950,650,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0GRWJRF88,"GOBOULT Mustang Ampvault V20 20000 mAh Wired Power Bank (Nitro Black, Lithium Polymer, Fast Charging",GOBOULT,4999,1699,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0CGP252T4,LAPCARE Smart Tank 10000Mah Fast Charging Power Bank | Dual USB Port | Led Indicator | Light Weight ,LAPCARE,1599,549,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0H29192LY,67W Charger for Xiaomii Redmi Note 11 Pro+ 5G (India) Original QC Adapter Type C 3.0A High Speed Fas,67W,1999,699,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0CRKZ5B9M,"JXL 45 W Ultra Fast Charger with Dual Output, Type C PD 25W & 4.8A with 3 in 1 Fast Charging USB Cab",JXL,1899,661,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0C6M7Q9NB,"ZEBRONICS MB10000S4 Power Bank, 10000 mAh, 12W, Dual USB Output, Type C & Micro USB Input, Built in ",ZEBRONICS,1699,599,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0CFXVWJMN,URBN 10000 mAh Premium Black Edition Nano Power Bank |Micro USB Input 20W Fast Charging | Smallest P,URBN,2999,1044,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B08JW1GVS7,URBN Lithium_Polymer 20000 mAh 22.5W Super Fast Charging Ultra Compact Power Bank with Quick Charge ,URBN,3999,1399,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0D22V8B3W,ZEBRONICS MW64 Compact Power Bank 10000 mAh | 22.5W Super Fast Charge | Type-C & Lightning Output | ,ZEBRONICS,2999,1049,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0D7PW2S6P,Earphones BT 870 for vivo T2x (India) Earphone Original Like Wired Stereo Deep Bass Head Hands-Free ,Earphones,999,349,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0G2C847K6,"Braided USB-C to Compatible with Lightning cable, Fast Charging & Data Sync Cable, Apple Compatible ",Braided,999,349,cable,The cable that actually lasts more than 3 months,Nylon braided design resists bending and fraying,Supports fast charging and data transfer,Works with all Type C Android and Lightning iPhone devices,Buy two - one for home one for office,ready
B0G2CJ4JX3,"Braided USB-C to Compatible with Lightning Fast Charging Cable Compatible for iPhone 14, 13, 12,11, ",Braided,999,349,cable,The cable that actually lasts more than 3 months,Nylon braided design resists bending and fraying,Supports fast charging and data transfer,Works with all Type C Android and Lightning iPhone devices,Buy two - one for home one for office,ready
B0DYJXJ47B,Sounce 360 Rotatable and Retractable Car Phone Holder Multifunctional Car Rearview Mirror Phone Hold,Sounce,999,349,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0DXCZ6DGP,"Kratos Legend Champ Power Bank 20000mAh, 22.5W Fast Charging with Power Delivery & Quick Charge, Tri",Kratos,2999,1099,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0H6JD2NB8,"3r Earbuds True Wireless for Xiaomi Poco M5 (India) Mobile Earbuds with Mic, 12.4mm Drivers, Playbac",3r,1999,749,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0H6HYTMWX,Zeno 20000mAh 45W Pocket Size Portable Power Bank | Flight Friendly | PD 3.0 | QC 3.0 Fast Charging ,Zeno,5999,2299,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0GTLFZJQ3,Curved UV Tempered Glass Screen Protector for Moto G85 | Transparent | Pack of 1 | Full Screen Cover,Curved,499,190,case,Protect your expensive phone without adding bulk or weight,Drop tested protection for your phone screen and back,Precise cutouts for camera buttons and charging port,Slim fit looks good and feels premium in hand,Worth buying before you crack your screen,ready
B0GNKF275K,Tempered Glass for iPhone 16 Pro Max Screen Protector [Military Grade Shatterproof & Longest Durable,Tempered,999,379,protector,One scratch can ruin your phone screen - this prevents it,9H tempered glass - harder than your phone screen,Crystal clear - no effect on touch sensitivity or display,Easy bubble free installation in 2 minutes,Cheapest insurance you can buy for your phone screen,ready
B0GTLVVR7J,Tempered Glass Screen Protector Compatible with Motorola Moto Edge 50 Fusion 5G (Transparent) Edge T,Tempered,499,190,protector,One scratch can ruin your phone screen - this prevents it,9H tempered glass - harder than your phone screen,Crystal clear - no effect on touch sensitivity or display,Easy bubble free installation in 2 minutes,Cheapest insurance you can buy for your phone screen,ready
B0DM243H42,"Portronics Clamp M5 Car Phone Holder Stand with Grip Rotation, Strong Hold, Suction Cup Mount, Singl",Portronics,999,379,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0GYRXY5ZQ,18W Fast Charger for Xiaomi Redmi 10 (India) Original QC Adapter Type C 3.0A High Speed Fast Turbo C,18W,999,399,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0GKXZVPD1,"Kratos Legend Champ Power Bank 20000mAh, 22.5W Fast Charging with Power Delivery & Quick Charge, Tri",Kratos,2999,1199,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0DVC76VR3,"ZEBRONICS EnergiPod 10MR1, Power Bank, 10000 mAh, 22.5W Super Fast Charging PD 3.0 (PPS), Dual Type ",ZEBRONICS,1999,795,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0GHQYV11Y,"Zing Type-C Wired Earphones with HD Mic, BassXpand Technology, 13mm Dynamic Drivers, IPX4 Water Resi",Zing,999,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0H9MGFFH8,Earphone Buds-2 with Mic for Samsung Galaxy A12 (India) Earphones Original Like Wired in-Ear Headpho,Earphone,999,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0H9SZ36SW,Earphone Buds-2 with Mic for Xiaomi Redmi Note 10 Pro (India) Earphones Original Like Wired in-Ear H,Earphone,999,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0H9M7L41Y,Earphone Buds-2 with Mic for Xiaomi Redmi Note 10 Pro (India) Earphones Original Like Wired in-Ear H,Earphone,999,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0H9SYV5D8,Earphone Buds-2 with Mic for Xiaomi Redmi Note 11 Pro+ 5G (India) Earphones Original Like Wired in-E,Earphone,999,399,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0H66LGZBS,"240W USB C to USB C Fast Charging Cable with Foldable Adjustable Phone Stand, Multi-Angle Type C Cha",240W,699,280,cable,The cable that actually lasts more than 3 months,Nylon braided design resists bending and fraying,Supports fast charging and data transfer,Works with all Type C Android and Lightning iPhone devices,Buy two - one for home one for office,ready
B0H6RVL7YT,"Upgraded 360° Vacuum Magnetic Car Phone Mount, Strong Suction Cup Phone Holder, Hands-Free Mobile St",Upgraded,999,399,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0DTYZP7PB,"Capes Maglock Car Mount for Air Vent,Strong Magnetic AC Vent/Dashboard Mount Smartphones Holder Comp",Capes,2499,999,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0GVMWYN98,"Silicone Phone Stand with Aluminum, Flexible Foldable Phone Holder, Bendable Adjustable Anti-Slip De",Silicone,599,242,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B09P5B88W8,"UNIGEN Magtec 100 15W Magnetic Wireless Charger, MagSafe Compatible, Fast Charging Compatible with i",UNIGEN,3999,1599,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0F3JTB7P5,SHIVANSH BLACKZONE F1 BZ Small MINI 3 INCH 4G Smartphone 3GB RAM 16 GB ROM 2000 MAH Battery -Faceboo,SHIVANSH,10450,4290,smartphone,SHIVANSH smartphone at 59% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs4290 on Amazon India,ready
B0DB257CF1,"Portronics Clamp Z Car Phone Holder Stand with 360 Degree Rotation, AC Vent Mount, Strong Grip, Sing",Portronics,699,289,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0GL1Y38J5,"Handcrafted Wooden Mobile Stand for Desk | Premium Solid Wood Phone Holder for Office, Study Table &",Handcrafted,699,284,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0GL2X8K2Q,"5 in 1 Universal Multi Charger with Cable, USB, Black, Simultaneous Fast Charging, Lightweight",5,399,169,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0H6PSN6VY,"Fast Charging Charger, 20W USB Type-C PD Adapter, 3A, BIS Certified | Smart chip, 3A output, compati",Fast,1199,499,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0F4RB36ZW,URBN 20000mAh 35W Turbo Fast Charging Power Bank | Dual Output | PD + QC Compatible | Two-Way Fast C,URBN,3999,1699,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0CTX6XJ3M,"Portronics Luxcell B12 10,000mAh 12W Power Bank, Ultra Slim Power Bank with USB-A Output Port & Type",Portronics,1499,629,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0H5KMJVBJ,MOZEN by Amkette Air 450 Qi2 Wireless Charger/Magsafe Charger | Latest Qi2 Technology 15W Wireless C,MOZEN,2499,1049,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0F1SY6KYC,Belkin Qi2 Magnetic Wireless Charging Pad 15W with Pop-Up Stand | MagSafe-Compatible Qi2 Certified W,Belkin,5999,2499,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0GDTM1KFC,Screen Protector compatible with Honor Win RT 5G (1 FRONT TEMPERED GLASS + 1 BACK CARBON FIBER SKIN ,Screen,699,299,protector,One scratch can ruin your phone screen - this prevents it,9H tempered glass - harder than your phone screen,Crystal clear - no effect on touch sensitivity or display,Easy bubble free installation in 2 minutes,Cheapest insurance you can buy for your phone screen,ready
B0GHQWJM92,Screen Protector compatible with Samsung Galaxy A07 5G (1 BACK CARBON FIBER SKIN + 2 CAMERA LENS PRO,Screen,599,259,protector,One scratch can ruin your phone screen - this prevents it,9H tempered glass - harder than your phone screen,Crystal clear - no effect on touch sensitivity or display,Easy bubble free installation in 2 minutes,Cheapest insurance you can buy for your phone screen,ready
B0GGQD6RBW,Screen Protector compatible with Oppo A6 Pro 5G (India) (1 FRONT TEMPERED GLASS + 1 BACK CARBON FIBE,Screen,699,299,protector,One scratch can ruin your phone screen - this prevents it,9H tempered glass - harder than your phone screen,Crystal clear - no effect on touch sensitivity or display,Easy bubble free installation in 2 minutes,Cheapest insurance you can buy for your phone screen,ready
